"","gene_short_name","P0","P4","P7","Ad"
"502","1700120O09Rik",0.0283975,0.0419948,0.0857564,0
"503","1700121C08Rik",0,0,0,0
"504","1700121F15Rik",0.600284,0.4986765,0.226616,0.03275895
"505","1700121N20Rik",0,0,0,0
"506","1700122E12Rik",0,0.0629475,0,0
"507","1700123I01Rik",0,0,0.0296396,0.0544631
"508","1700123K08Rik",0,0.02285675,0,0
"509","1700123L14Rik",0,0,0,0
"510","1700123M08Rik",3.045095,4.039385,3.65529,1.77406
"511","1700123O12Rik",0.0464809,0.135828,0.050938,0.0421732
"512","1700123O20Rik",9.824715,8.615305,6.781195,5.161455
"513","1700125D06Rik",0,0,0.084683,0
"514","1700125G02Rik",0,0,0,0
"515","1700125G22Rik",0,0.03114215,0,0
"516","1700125H03Rik",1.165891,0,0.067718,0
"517","1700125H20Rik",0,0,0,0
"518","1700128E19Rik",0,0,0,0
"519","1700128F08Rik",0.4267355,0.222658,0.1577165,0.0726394
"520","1700129C05Rik",0,0,0,0
"521","1810006K21Rik",59.1067,59.40565,56.532,77.86385
"522","1810007I06Rik",0,0,0,0
"523","1810008A18Rik",3.794755,3.798625,3.163655,2.50253
"524","1810009A15Rik",13.61725,14.3693,12.4665,9.635765
"525","1810009J06Rik",0,0,0.0539745,0
"526","1810009N23Rik",0,0,0,0.01851155
"527","1810010H24Rik",1.4338,1.558795,1.350975,0.74015
"528","1810010K12Rik",0.03713895,0.13304855,0.02994715,0
"529","1810011H11Rik",0.428223,0.12321255,0.406388,0.6048985
"530","1810011O10Rik",16.6207,23.76955,32.34945,31.3525
"531","1810012K08Rik",8.35816,9.517985,9.442315,12.4585
"532","1810012P15Rik",10.28373,8.695455,9.10406,10.43501
"533","1810013D10Rik",33.93205,41.6209,32.7501,44.32055
"534","1810013D15Rik",0,0,0,0
"535","1810013L24Rik",16.18095,19.60855,19.50005,20.30895
"536","1810014B01Rik",2.99512,1.47823,1.681255,2.85526
"537","1810014F10Rik",43.89585,44.399,37.03525,33.76105
"538","1810019D21Rik",0.13925195,0.15647455,0.18055165,0.210178
"539","1810019J16Rik",0.01725865,0.0357992,0.0563986,0.009929
"540","1810019N24Rik",0.1335213,0.01829045,0.2695985,0.0361517
"541","1810020D17Rik",27.8026,18.05745,19.71625,32.34425
"542","1810020O05Rik",0,0.02330235,0,0
"543","1810021B22Rik",7.008995,3.148015,2.16767,1.840885
"544","1810022K09Rik",9.36582,11.2539,6.71972,6.358125
"545","1810024B03Rik",0.2663695,0.436004,0.384919,0.1607402
"546","1810026J23Rik",20.9729,21.8814,20.35415,22.8011
"547","1810027O10Rik",64.93285,68.63785,61.73585,86.1516
"548","1810029B16Rik",6.06658,6.402635,5.12313,5.459395
"549","1810030J14Rik",0,0,0,0
"550","1810030N24Rik",27.4864,23.76795,17.45055,34.5444
"551","1810030O07Rik",8.825975,9.152675,7.996765,6.313355
"552","1810031K17Rik",11.16145,10.530635,9.247785,6.719065
"553","1810033B17Rik",0.02764285,0.01931505,0.0562165,0.12260845
"554","1810034E14Rik",2.87847,1.747375,1.727075,3.37601
"555","1810035I16Rik",0,0.2664795,0,0.121114
"556","1810035L17Rik",37.48145,45.97865,44.2746,59.92735
"557","1810037I17Rik",28.7954,32.6722,27.3053,22.50025
"558","1810041L15Rik",0.05057395,0.06985725,0.0492507,0.233772
"559","1810043G02Rik",5.880475,4.23378,4.51839,5.20302
"560","1810043H04Rik",12.51005,12.9956,12.96625,24.9692
"561","1810046J19Rik",14.99845,14.8585,15.2651,16.8573
"562","1810046K07Rik",0.06210455,0.0428864,0,0.02155135
"563","1810048J11Rik",2.162115,2.073855,1.414025,1.093988
"564","1810049H13Rik",10.627605,11.01106,9.08582,19.27595
"565","1810055G02Rik",3.63185,3.91723,3.32443,3.38418
"566","1810058I24Rik",51.07805,67.4223,74.71805,72.5856
"567","1810058N05Rik",0,0.0752985,0.4112645,0
"568","1810059C17Rik",0.09703835,0.073966,0,0.067799
"569","1810059H22Rik",1.1218465,0.3286345,0.256609,0.21789305
"570","1810062G17Rik",1.2044115,0,0,0
"571","1810062O18Rik",0.80814,0.396059,0.3210065,0.438361
"572","1810063B05Rik",15.04575,16.4366,13.43255,15.8089
"573","1810063B07Rik",2.35211,1.61651,1.62155,1.872755
"574","1810063I02Rik",0,0,0,0
"575","1810064F22Rik",0,0,0.132387,0.1100735
"576","1810065E05Rik",0.05657015,0,0,0
"577","1810074P20Rik",17.84625,13.76725,12.3804,10.653375
"578","2010001A14Rik",5.510375,2.172885,2.04822,3.16754
"579","2010001E11Rik",0.2497,0.0583754,0.0625815,0.02504585
"580","2010001K21Rik",0.222385,0.0759445,0.7819225,1.173791
"581","2010001M06Rik",1.4510075,0.4437615,0.754041,1.11853
"582","2010001M09Rik",0.1784325,0.456767,0.2905155,0.466701
"583","2010002M12Rik",1.355045,1.141075,0.869164,1.041531
"584","2010002N04Rik",1.64688,1.284985,0.8220285,1.90367
"585","2010003K11Rik",0,0,0,0
"586","2010003O02Rik",3.497005,4.23935,4.28912,4.70483
"587","2010005H15Rik",0,0,0,0
"588","2010007H06Rik",0.4752385,1.34891,0.505096,0.343122
"589","2010011I20Rik",3.95231,3.21029,3.337955,2.526735
"590","2010012O05Rik",10.38165,8.345455,9.457105,5.829955
"591","2010012P19Rik",0.5092495,0.126628,0.093014,0.3610825
"592","2010013B24Rik",0.0668057,0.0428281,0.066505,0
"593","2010015L04Rik",0.1679615,0.132808,0.2672695,0.133552
"594","2010015M23Rik",2.2977865,1.08078,0.493426,0.40082
"595","2010016I18Rik",0,0.04514175,0.06555,0
"596","2010106E10Rik",0,0,0.0464512,0
"597","2010106G01Rik",26.7643,25.5098,24.567,21.0218
"598","2010107E04Rik",596.211,813.052,771.063,886.37
"599","2010107G12Rik",0.387111,0.1275865,0.12007345,0
"600","2010107G23Rik",0.682668,0.379485,0.5696755,0.9406615
"601","2010107H07Rik",27.4172,21.5329,23.9198,32.41965
"602","2010109A12Rik",0.08637135,0.0673755,0,0.05312
"603","2010109I03Rik",0.087116,0.01275575,0.0755607,0
"604","2010109K11Rik",3.18172775,2.99957925,3.379375,3.354319
"605","2010110K18Rik",0.343354,0.189935,0.0600688,0
"606","2010110P09Rik",0.469415,0.165526,0.483633,0.597714
"607","2010111I01Rik",9.434425,9.023885,10.09908,14.92615
"608","2010204K13Rik",4.512155,2.25727,1.15863,0.26172
"609","2010300C02Rik",0.4613755,0.2510015,0.179564,0.1929775
"610","2010300F17Rik",0,0.06614995,0.0155172,0
"611","2010305A19Rik",20.86055,12.3916,10.34913,11.4825
"612","2010317E24Rik",2.19543,3.11965,1.3402275,0
"613","2010320O07Rik",0.687058,0.0890775,0.1203985,0
"614","2010321M09Rik",10.205805,9.781975,7.97661,5.87439
"615","2200002D01Rik",4.30214,4.86673,4.54185,3.15073
"616","2200002J24Rik",1.06502,0.7459405,0.2204095,0
"617","2200002K05Rik",0.3431785,0.413528,0.2729665,0.0954907
"618","2210008F06Rik",0.170674,0.180746,0.077149,0.0242401
"619","2210009G21Rik",1.87674,1.91848,1.351655,0.8736785
"620","2210010C04Rik",0,0,0.02847005,0
"621","2210010C17Rik",0.158222,0.4626025,0.533444,3.642545
"622","2210011C24Rik",0.07374575,0.2739835,0.118449,0.26053335
"623","2210012G02Rik",7.88141,6.2294,5.35395,2.749315
"624","2210013O21Rik",18.57105,18.39805,20.03365,12.8595
"625","2210015D19Rik",11.043075,14.66115,11.94725,20.6261
"626","2210016F16Rik",10.112125,8.637135,7.54645,7.371205
"627","2210016L21Rik",6.878145,6.45479,4.96027,3.60898
"628","2210018M11Rik",9.62892,10.13335,7.6064,5.917975
"629","2210019I11Rik",0,0,0,0
"630","2210020M01Rik",23.8635,18.77845,13.43015,8.141435
"631","2210021J22Rik",8.76747,5.306055,5.22759,5.867815
"632","2210404J11Rik",6.2344,5.259695,5.04617,3.52954
"633","2210404O07Rik",2.682245,1.750945,1.60608,1.708255
"634","2210404O09Rik",3.72837,3.2745,3.15553,0.965227
"635","2210406O10Rik",0.07768455,0.0888327,0.0858505,0.2495
"636","2210407C18Rik",0.169045,0.1234116,0.185003,8.190595
"637","2210408F21Rik",1.2048965,2.007335,6.550205,35.95555
"638","2210408I21Rik",1.47201,1.112665,1.1103,0.6780105
"639","2210411K11Rik",1.165435,1.0282085,0.918554,0.7996875
"640","2210411M09Rik",0.489728,0.3990845,0.168329,0.248223
"641","2210414B05Rik",0,0.0459319,0,0
"642","2210415F13Rik",0,0,0,0.02660555
"643","2210417A02Rik",0,0,0,0
"644","2210417K05Rik",0.404921,0.2782285,0.3834335,0.0868769
"645","2210418O10Rik",0,0.0868345,0,0.088905
"646","2300002M23Rik",0,0,0,0
"647","2300003K06Rik",0,0,0,0
"648","2300005B03Rik",0,0,0.1459405,0
"649","2300009A05Rik",24.13025,25.21555,25.00435,19.49555
"650","2310001A20Rik",8.96919,11.60475,11.19315,22.8694
"651","2310001H17Rik",0.1482895,0.3139425,0.651666,1.311775
"652","2310001H18Rik",0,0,0,0
"653","2310001K24Rik",0,0,0.740197,1.058783
"654","2310002F09Rik",0.0793376,0.1134028,0.088647,0.04337235
"655","2310002J15Rik",0,0,0,0
"656","2310002L09Rik",0.900602,3.35598,5.500605,26.6851
"657","2310002L13Rik",0,0,0,0
"658","2310003C23Rik",27.4672,28.54695,26.06135,31.706
"659","2310003H01Rik",9.187835,6.98769,7.994395,5.80626
"660","2310003L06Rik",0,0,0,0
"661","2310003L22Rik",14.56035,21.83645,16.3789,19.07495
"662","2310004I24Rik",10.281105,7.49668,8.526245,6.23453
"663","2310004N24Rik",14.0235,10.8067,8.503045,5.437995
"664","2310005A03Rik",0.3521561,0,0,0
"665","2310005G13Rik",0.0877884,0.136324,0.0390171,0.07935875
"666","2310006M14Rik",0,0,0.01424035,0
"667","2310007B03Rik",0,0,0,0
"668","2310007L24Rik",0.8084525,0.1679785,0.329124,0.457588
"669","2310008H04Rik",1.95861,2.178445,1.450855,0.8736955
"670","2310008H09Rik",10.413205,9.40681,7.46227,4.08982
"671","2310009B15Rik",7.31797,6.010515,6.407415,2.930545
"672","2310010G23Rik",0,0,0,0
"673","2310010J17Rik",1.693625,1.052985,0.754449,1.0890245
"674","2310010M20Rik",1.243415,3.062535,5.0311,14.3116
"675","2310011J03Rik",7.66282,8.40157,7.589185,7.78609
"676","2310014F06Rik",0.452255,0.4918175,0.6672025,0.403935
"677","2310015A10Rik",6.489135,5.581985,4.92453,5.104135
"678","2310015B20Rik",0.109379,0.2371635,0.4022205,0.7718705
"679","2310016D23Rik",0,0,0,0.276027
"680","2310016G11Rik",0,0.061206,0.223049,0.64092
"681","2310016M24Rik",79.66585,95.2771,96.71655,109.0025
"682","2310021P13Rik",13.5745,11.0784,10.07579,6.731775
"683","2310022A10Rik",16.5794,18.19865,17.7219,20.87505
"684","2310022B05Rik",52.80035,55.83085,43.50445,24.9683
"685","2310026I22Rik",0,0.0232023,0,0
"686","2310026L22Rik",0.9256685,0.62844,0.176605,0.67778
"687","2310028H24Rik",4.712315,4.36396,4.438475,4.574065
"688","2310030G06Rik",4.21511,3.608485,2.364175,1.928035
"689","2310030N02Rik",13.0972,16.9316,13.9597,11.165205
"690","2310031A07Rik",9.556065,11.6392,10.505215,6.280285
"691","2310033E01Rik",0.06329265,0,0,0
"692","2310033P09Rik",6.889795,5.21869,4.757955,5.01334
"693","2310034C09Rik",0,0,0,0
"694","2310035C23Rik",6.154185,5.970245,5.58352,4.451975
"695","2310035K24Rik",28.2856,21.0967,18.3855,22.0821
"696","2310036O22Rik",47.49375,48.3387,40.55205,27.4809
"697","2310037I24Rik",19.44565,19.94425,17.9126,13.7417
"698","2310039H08Rik",9.17834,6.728175,5.95138,7.72928
"699","2310040G07Rik",3.65598,2.20588,2.811125,5.84844
"700","2310042D19Rik",29.84085,41.5384,46.1745,92.78775
"701","2310042E22Rik",0,0,0,0
"702","2310043D23Rik",0.1383814,0.05409095,0.03861955,0.04044655
"703","2310043J07Rik",0,0,0,0.0476915
"704","2310043M15Rik",0.4206665,0.2993715,0.398071,0.236169
"705","2310044G17Rik",13.8947,14.1845,11.55645,16.4487
"706","2310044H10Rik",67.53135,41.26075,36.01205,40.509
"707","2310044K18Rik",0,0,0.0829295,0
"708","2310046A06Rik",155.1867,64.13365,58.4073,81.05045
"709","2310046O06Rik",4.94208,5.64516,4.32039,6.171545
"710","2310047B19Rik",3.301595,3.536915,3.35971,2.284905
"711","2310047M10Rik",6.099505,6.72866,5.086475,6.24703
"712","2310050B05Rik",40.505,29.8365,36.0252,15.95
"713","2310050C09Rik",0,0,0,0
"714","2310057J18Rik",0,0,0,0
"715","2310057M21Rik",4.472245,4.957975,4.22469,4.735885
"716","2310057N15Rik",0,0,0,0
"717","2310058D17Rik",0.9999495,0.892216,0.5327735,0.5057625
"718","2310061C15Rik",24.96125,30.18845,24.76465,36.443
"719","2310061I04Rik",34.2114,32.13325,35.95745,68.13195
"720","2310061N02Rik",0,0,0,0
"721","2310065F04Rik",0,0,0,0
"722","2310067B10Rik",70.87535,49.6644,48.3233,43.81665
"723","2310069G16Rik",0.177615,0.183297,0.167998,2.06577
"724","2310075C17Rik",0,0.389315,0.223076,0.121147
"725","2310079F23Rik",1.44199,1.16407,0.90646,0.640425
"726","2310079G19Rik",0,0,0,0
"727","2310081O03Rik",0,0,0,0
"728","2400001E08Rik",31.0189,34.32695,31.1191,40.4783
"729","2400003C14Rik",34.318,33.90495,27.0325,18.28965
"730","2400009B08Rik",0.5001805,0.672699,0.146421,0.2205475
"731","2410001C21Rik",16.31445,15.17665,13.6321,10.65795
"732","2410002I01Rik",4.530385,4.823155,4.08782,3.30165
"733","2410002O22Rik",10.88871,8.621705,7.553836,6.237422
"734","2410003K15Rik",13.04545,14.99455,13.5015,16.0724
"735","2410003L11Rik",0.07696565,0,0,0
"736","2410004B18Rik",7.71931,9.287365,8.61365,8.29092
"737","2410004I01Rik",0,0.11367865,0.06177065,0
"738","2410004N09Rik",12.272115,6.85422,5.38093,2.140405
"739","2410004P03Rik",0.28049,0.09574925,0.1156405,0.1360175
"740","2410006H16Rik",21.78045,17.5396,12.6719,5.28324
"741","2410012M07Rik",0,0,0,0
"742","2410015M20Rik",74.5326,82.4787,80.17035,102.075
"743","2410016O06Rik",3.61751,3.894285,2.31834,1.520975
"744","2410017I17Rik",0.883179,0.241459,0.8958553,0.264148
"745","2410017P09Rik",8.155115,8.27001,7.50353,5.352285
"746","2410018L13Rik",10.00556,3.801395,3.70612,1.1390835
"747","2410018M08Rik",0.630486,0.494996,0.562523,0.277867
"748","2410019O14Rik",0.05980075,0,0,0
"749","2410022L05Rik",5.412285,6.60965,6.53488,6.837545
"750","2410024N13Rik",0.0682606,0.0902376,0.0668195,0.0717425
"751","2410057H14Rik",0.656635,0.0835111,0.0584825,0
"752","2410066E13Rik",3.42643,3.63159,4.26586,3.58428
"753","2410075B13Rik",0.6404085,0.8288165,0.654833,0.424428
"754","2410076I21Rik",0.771135,0.6797285,0.408429,0.6348455
"755","2410080I02Rik",0,0,0,0.2101255
"756","2410089E03Rik",4.445485,4.112225,2.9091,1.70856
"757","2410091C18Rik",12.74545,14.63075,12.72395,11.1728
"758","2410114N07Rik",0.253765,0.0358855,0.170012,0.11930755
"759","2410124H12Rik",0,0,0,0
"760","2410127L17Rik",14.593,17.8292,15.14765,25.219
"761","2410131K14Rik",3.74957,4.338275,4.044415,6.0158
"762","2410133F24Rik",1.236661,0.11603075,0.5478595,0.2299083
"763","2410137F16Rik",0.02789805,0.0524325,0.0141611,0.08143695
"764","2410137M14Rik",0.0611712,0.0406751,0,0
"765","2410141K09Rik",0.8612965,0.3205705,0.1820905,0
"766","2410152P15Rik",0,0.064442,0.04934685,0
"767","2500002B13Rik",3.62257,3.09792,2.53364,2.554965
"768","2500003M10Rik",55.2216,52.4852,45.73625,38.82455
"769","2500004C02Rik",3.899945,3.93906,2.682145,1.69788
"770","2510002D24Rik",10.333905,9.75509,8.60396,10.135885
"771","2510003D18Rik",0.09423345,0,0,0
"772","2510003E04Rik",14.8929,15.2437,12.31365,17.7221
"773","2510009E07Rik",13.81095,14.53845,11.2644,7.34751
"774","2510012J08Rik",7.54365,8.046915,7.265555,5.03801
"775","2510039O18Rik",17.48215,13.85775,14.4464,12.81285
"776","2510046G10Rik",0,0,0.1909645,0
"777","2510049J12Rik",0.260158,0.2104625,0.11261495,0.282369
"778","2600006K01Rik",0.2397145,0.079852,0.09962465,0.123893
"779","2600006L11Rik",0,0,0,0
"780","2610001J05Rik",30.5836,36.06875,30.7577,26.0407
"781","2610002D18Rik",1.58445,1.199175,0.613545,0.2478045
"782","2610002I17Rik",1.37789,1.928815,1.1104255,0.8415175
"783","2610002J02Rik",11.17215,12.34705,7.733195,2.79907
"784","2610002M06Rik",5.08749,5.06957,4.088165,2.0544
"785","2610005L07Rik",10.667995,8.50528,8.019985,2.9688
"786","2610008E11Rik",8.509835,10.08429,7.91809,4.082235
"787","2610015P09Rik",3.379055,2.600185,1.32079,1.779275
"788","2610017I09Rik",0,0,0,0
"789","2610018G03Rik",1.2497095,1.241665,0.7853975,0.8886505
"790","2610019E17Rik",6.93163,4.83646,3.688515,1.891885
"791","2610019F03Rik",0.2726435,0.4462865,0.577437,0.601414
"792","2610020C07Rik",0.87736,0.6224355,0.541097,0.1182405
"793","2610020F03Rik",0,0,0,0
"794","2610020H08Rik",3.023715,3.435775,2.00963,0.347646
"795","2610021A01Rik",1.760195,2.6184,2.28813,1.921065
"796","2610021K21Rik",1.646725,1.93158,1.0480595,0.02688835
"797","2610024D14Rik",0,0,0,0
"798","2610027K06Rik",2.0833995,0.446577,0.3758965,0.4267565
"799","2610027L16Rik",3.96998,4.48902,3.806575,2.824065
"800","2610028E06Rik",0,0,0.08494565,0.0294015
"801","2610028H24Rik",0.02122745,0,0.0193416,0.0998189
"802","2610029G23Rik",8.11035,10.2329,8.903435,3.317235
"803","2610029I01Rik",10.147245,13.29305,10.7004,16.0964
"804","2610034B18Rik",8.08504,11.43903,7.897565,5.334505
"805","2610034M16Rik",0,0.04315665,0,0
"806","2610035D17Rik",0.1489115,0.11378385,0.2260435,0.05781385
"807","2610035F20Rik",0,0,0,0
"808","2610037D02Rik",0.58158,0.2455565,0.214378,0.119622
"809","2610039C10Rik",3.866235,6.73435,4.48548,1.561995
"810","2610042L04Rik",0,0.06607625,0.02317515,0
"811","2610044O15Rik",5.27512,2.767995,3.49878,0.6422175
"812","2610101N10Rik",13.8991,13.59755,11.7163,7.452745
"813","2610109H07Rik",0.079419,0.019369375,0.0190607,0.06695655
"814","2610203C20Rik",5.962845,5.70571,6.211315,2.67867
"815","2610203C22Rik",4.58632,3.690055,2.99827,2.308365
"816","2610204G07Rik",1.619145,0.090772,0.06420305,0
"817","2610204G22Rik",1.247421,0.237436,0.9525125,0.380908
"818","2610301B20Rik",8.51831,7.81908,6.511265,4.283345
"819","2610301G19Rik",10.17795,9.729255,7.480225,4.7665
"820","2610303G11Rik",0,0,0,0
"821","2610307P16Rik",6.13493,2.341245,2.18162,0.8163035
"822","2610316D01Rik",0,0.083099,0.0541995,0
"823","2610318N02Rik",0.6572135,0.278962,0.02740595,0
"824","2610507B11Rik",53.72555,67.57245,61.04405,80.13735
"825","2610507I01Rik",1.221185,1.008838,0.709789,0.350389
"826","2610528B01Rik",1.992375,2.0607,1.44095,0.3626025
"827","2610528E23Rik",17.6454,15.15925,13.8931,25.4412
"828","2610528J11Rik",0,0,0,0
"829","2700007P21Rik",8.829135,9.25463,7.862795,4.306885
"830","2700012I20Rik",0.7850945,0.3723495,0.529077,0.719358
"831","2700016F22Rik",2.26712,2.67664,2.330995,2.746375
"832","2700023E23Rik",7.22124,7.05639,6.18949,2.36265
"833","2700029M09Rik",17.95815,28.5609,24.21945,13.22695
"834","2700033N17Rik",0.9103055,0.8757765,0.6851965,0.4788545
"835","2700038G22Rik",5.45294,2.38463,2.54377,1.609615
"836","2700046A07Rik",0,0.07221935,0.0371394,0.01325145
"837","2700046G09Rik",2.318665,1.3995,1.0768795,1.085435
"838","2700049A03Rik",2.35411,2.49399,2.515665,1.47628
"839","2700050L05Rik",7.37239,7.86792,4.90785,5.93648
"840","2700060E02Rik",52.12405,58.78395,50.2608,30.93485
"841","2700062C07Rik",3.1603,3.37469,2.21192,2.41182
"842","2700068H02Rik",0.15141565,0,0.02082985,0.01384755
"843","2700069I18Rik",0.05656055,0,0,0.0638295
"844","2700078E11Rik",13.8904,12.54695,11.08215,8.70262
"845","2700081L22Rik",0,0.2722555,0.0957605,0
"846","2700081O15Rik",18.49805,14.74185,12.18735,5.826605
"847","2700086A05Rik",0.08217555,0.0652855,0.094661,0.0666315
"848","2700089E24Rik",55.78705,61.1901,66.9526,61.68335
"849","2700094K13Rik",35.37745,47.7538,27.22125,10.169285
"850","2700097O09Rik",9.26441,9.022405,6.90678,8.70354
"851","2810001G20Rik",3.542445,5.310395,1.548657,4.177705
"852","2810002D19Rik",1.30499,1.24246,0.953895,1.138188
"853","2810004N23Rik",28.3252,22.23315,20.0741,21.1078
"854","2810006K23Rik",7.27676,7.37002,6.18226,6.79467
"855","2810007J24Rik",0,0,0,0
"856","2810008M24Rik",13.8068,20.15555,19.38315,13.1265
"857","2810011L19Rik",0.0571865,0.00836655,0,0
"858","2810021B07Rik",6.674175,5.684035,4.992425,2.996835
"859","2810021J22Rik",1.556965,1.45342,1.163976,0.856184
"860","2810025M15Rik",24.9871,32.43955,23.59095,14.33265
"861","2810029C07Rik",0.3847285,0.252064,0.375548,0.369625
"862","2810030E01Rik",4.806165,3.871825,2.752395,1.52903
"863","2810032G03Rik",0.0186433,0.0342916,0.0750399,0.0481013
"864","2810046L04Rik",7.54007,8.469785,7.305475,3.51755
"865","2810055F11Rik",11.9497,13.6621,10.9342,5.53605
"866","2810055G20Rik",8.2149025,5.3451925,5.4533875,4.0690825
"867","2810403A07Rik",24.0253,24.09605,19.63595,11.5941
"868","2810403D21Rik",9.450725,2.6096,2.605445,2.03422
"869","2810404F17Rik",0.0253555,0,0.02570015,0
"870","2810405K02Rik",17.6161,35.889,36.5591,54.1198
"871","2810407A14Rik",0.02172525,0.0294014,0,0.11546355
"872","2810407C02Rik",78.4662,92.30735,84.9656,90.7421
"873","2810408A11Rik",1.39247,0.930388,0.607129,0.166811
"874","2810408I11Rik",1.343885,2.050035,0.9119265,0.0440588
"875","2810408M09Rik",5.12483,5.13198,4.773485,3.44
"876","2810410L24Rik",6.097765,4.216245,2.04299,1.1224635
"877","2810417H13Rik",8.70509,12.887,6.43617,0.291161
"878","2810422O20Rik",2.258865,2.28392,1.66435,2.06327
"879","2810425M01Rik",2.93853,3.289575,2.53534,1.82969
"880","2810428I15Rik",55.7345,59.2903,56.21465,50.3542
"881","2810429I04Rik",3.123725,1.45518,0.9726175,0.3565515
"882","2810430I11Rik",0.433192,0.1336275,0.0853859,0.0653197
"883","2810432D09Rik",9.453285,10.04958,8.872015,11.11865
"884","2810432L12Rik",20.188,17.6505,14.26385,22.955
"885","2810433D01Rik",0.164213,0.09332045,0.332546,0.09057965
"886","2810442I21Rik",1.56963,1.84706,1.3597485,0
"887","2810442N19Rik",0.080456,0.11434335,0.128421,0.1645365
"888","2810453I06Rik",10.3465625,8.9697925,12.6484475,17.476805
"889","2810459M11Rik",0,0.00880925,0,0
"890","2810468N07Rik",0.637448,0.210946,0.4104375,0.478466
"891","2810471M01Rik",0.24262455,0,0.04946695,0.01906115
"892","2810474O19Rik",5.61033,5.896165,5.221705,10.78439
"893","2900002K06Rik",0.646323,0.8586865,0.2424305,0.10672925
"894","2900005J15Rik",0.919457,0.451097,0.3402065,0.148656
"895","2900006K08Rik",1.521005,1.367645,1.281245,1.015022
"896","2900010M23Rik",86.59475,116.0075,101.5818,155.0565
"897","2900011O08Rik",0,0,0,0
"898","2900026A02Rik",15.3608,14.29305,12.8445,5.618835
"899","2900041M22Rik",0.0258428,0.1516965,0.153323,0.0618851
"900","2900052L18Rik",2.75424,1.743035,1.521545,0.9240965
"901","2900053A13Rik",7.934295,6.89747,6.96247,6.73049
"902","2900053O20Rik",3.898455,2.45779,1.72971,0.3708485
"903","2900055J20Rik",0.344585,0.0852755,0.240982,0.0595595
"904","2900056M20Rik",2.4806825,1.548925,1.78873,0.5422755
"905","2900060B14Rik",0,0,0,0
"906","2900064A13Rik",6.704575,8.565935,7.34582,9.81472
"907","2900072N19Rik",0,0,0,0
"908","2900076A07Rik",20.1187,16.95545,17.4568,18.18345
"909","2900079G21Rik",0.0472038,0.0318371,0,0.0494567
"910","2900089D17Rik",3.39311,1.59363,2.14225,1.153325
"911","2900092C05Rik",0,0,0,0
"912","2900093L17Rik",0,0,0,0
"913","2900097C17Rik",0,0,0,0
"914","3000002C10Rik",1.1334005,0.58074,0.3810135,0.245912
"915","3010001F23Rik",0.7238075,0.6236835,0.3066215,0.136301
