"","gene_short_name","P0","P4","P7","Ad"
"11090","Gm12499",0,0,0,0
"11091","Gm12500",0.271789,0.505841,0.341641,0.0811939
"11092","Gm12501",0,0,0,0
"11093","Gm12502",0.10651315,0.1638495,0.4526805,0.0846405
"11094","Gm12503",0.1074185,0.06013715,0.0955769,0.00843245
"11095","Gm12504",4.7762045,12.63395,8.355125,7.35005
"11096","Gm12505",1.2992905,0.525941,0.8400095,1.66784
"11097","Gm12506",0,0,0,0
"11098","Gm12507",0,0,0,0
"11099","Gm12508",0,0.241781,0.0933785,0.1945975
"11100","Gm12509",0,0,0,0
"11101","Gm12510",0,0,0,0
"11102","Gm12511",0,0,0,0
"11103","Gm12512",0,0,0,0
"11104","Gm12513",0,0.143588,0,0
"11105","Gm12514",0,0,0,0
"11106","Gm12515",0,0,0,0
"11107","Gm12516",0,0.2273135,0,0.109937
"11108","Gm12517",0,0,0.128306,0
"11109","Gm12518",0,0,0,0
"11110","Gm12519",0.37114305,0.3286455,1.0524725,0.9265375
"11111","Gm12520",0,0,0,0
"11112","Gm12521",0.177606,0.484378,0.5330725,0.265005
"11113","Gm12522",0.1990325,0.1509175,0.07324315,0
"11114","Gm12523",0,0,0,0
"11115","Gm12524",0,0,0,0
"11116","Gm12526",0.3177965,0.6106645,0.3128815,0
"11117","Gm12527",0,0.062045,0,0
"11118","Gm12529",0,0,0,0
"11119","Gm12530",0.02359235,0.2566915,0.0490193,0.13299875
"11120","Gm12531",1.0402875,0.62663,0.8643275,1.09316
"11121","Gm12532",0,0,0,0
"11122","Gm12533",0,0,0,0
"11123","Gm12534",0,0,0,0
"11124","Gm12535",0,0,0,0
"11125","Gm12536",0,0,0,0
"11126","Gm12537",0,0.1274043,0.0649272,0.1283235
"11127","Gm12538",1.3410615,1.030352,1.8374,0.4267575
"11128","Gm12539",0,0.0163978,0,0
"11129","Gm12540",0.209648,0.3106115,0.433817,0
"11130","Gm12541",0.2116195,0.0410834,0.2522865,0.07631905
"11131","Gm12542",0.3262965,0.227144,0.0625865,0.2287005
"11132","Gm12550",0,0,0,0
"11133","Gm12551",0,0,0,0
"11134","Gm12563",294275.5,178660.5,268396,93214.2
"11135","Gm12564",0.13178385,0.108713,0,0
"11136","Gm12565",0.1344834,0.136031,0,0.052481
"11137","Gm12566",0,0,0,0
"11138","Gm12567",0,0.156777,0,0.1512575
"11139","Gm12568",0.1117098,0.0284181,0,0.03376115
"11140","Gm12569",0,0,0,0
"11141","Gm12570",0,0,0,0
"11142","Gm12571",11.264105,17.66315,11.6969,4.576445
"11143","Gm12572",0,0,0,0
"11144","Gm12573",0,0.1458615,0,0
"11145","Gm12574",0,0.0304964,0,0
"11146","Gm12575",7.67482,5.48017,4.0785,6.37788
"11147","Gm12576",0,0,0,0
"11148","Gm12577",0.08114035,0.1047978,0.0959545,0.0525915
"11149","Gm12578",0,0,0,0
"11150","Gm12579",0,0,0,0.0664205
"11151","Gm12580",0,0.0587453,0.1468125,0
"11152","Gm12582",0.04139955,0.03173155,0.04400295,0.03192105
"11153","Gm12583",0.8865085,1.0849,0.899422,0.473424
"11154","Gm12584",0.06516035,0.050808,0,0
"11155","Gm12585",0,0,0,0
"11156","Gm12586",1.146355,1.1858985,0.353931,0.0510563
"11157","Gm12587",0.06757885,0,0.0779085,0
"11158","Gm12588",0.1941333,0.10607275,0.03955805,0
"11159","Gm12589",0,0,0,0
"11160","Gm12590",0,0,0,0.1838755
"11161","Gm12591",0.277291,0,0.1400995,0.11575365
"11162","Gm12592",0.899995,0.8925905,0.842598,0.5624365
"11163","Gm12593",0,0,0,0
"11164","Gm12594",0,0,0,0
"11165","Gm12596",0,0,0,0
"11166","Gm12597",0,0,0,0
"11167","Gm12598",0,0,0,0
"11168","Gm12599",0.15246955,0.636815,0.6376395,0.4701915
"11169","Gm12600",0,0,0,0
"11170","Gm12601",0,0,0,0
"11171","Gm12602",0,0,0,0
"11172","Gm12603",0,0.0800405,0,0
"11173","Gm12604",0,0,0,0
"11174","Gm12605",0,0,0,0
"11175","Gm12606",0,0,0,0
"11176","Gm12607",0,0.0846075,0,0
"11177","Gm12608",0.1009565,0.01631885,0.02200045,0
"11178","Gm12609",0,0.059852,0,0
"11179","Gm12610",0,0.1220145,0,0
"11180","Gm12611",0.04013655,0.02685925,0,0
"11181","Gm12612",0,0,0,0
"11182","Gm12613",0,0,0,0
"11183","Gm12614",0,0,0,0
"11184","Gm12615",0,0,0,0
"11185","Gm12616",0,0,0,0
"11186","Gm12617",0,0.088793,0,0
"11187","Gm12618",0,0,0.3084075,0
"11188","Gm12619",0,0,0,0
"11189","Gm12620",0,0,0,0
"11190","Gm12621",0,0,0,0
"11191","Gm12622",0,0,0,0
"11192","Gm12623",0.1016212,0.1409245,0.1426615,0.1121088
"11193","Gm12624",0,0,0,0
"11194","Gm12625",0,0,0,0
"11195","Gm12626",0,0,0.03230775,0
"11196","Gm12627",0,0,0,0
"11197","Gm12628",0,0,0,0
"11198","Gm12629",0,0,0,0
"11199","Gm12630",0.141291,0.16498885,0.04739815,0.24700105
"11200","Gm12631",0,0,0,0
"11201","Gm12632",0.482974,0,0,0
"11202","Gm12633",0,0,0,0
"11203","Gm12634",0,0,0,0
"11204","Gm12635",0,0,0,0
"11205","Gm12636",0,0,0,0
"11206","Gm12637",0,0,0,0
"11207","Gm12638",0,0,0,0
"11208","Gm12639",0,0,0,0
"11209","Gm12640",0,0,0,0
"11210","Gm12641",0,0,0,0
"11211","Gm12642",0.1775725,0.475886,0.6164685,0.183044
"11212","Gm12643",1.98677,2.5889,2.472055,2.389355
"11213","Gm12644",0,0,0,0
"11214","Gm12645",0,0,0,0
"11215","Gm12646",0,0,0,0
"11216","Gm12647",0,0,0,0
"11217","Gm12648",0.06413285,0.04481735,0.069573,0.04361665
"11218","Gm12649",0,0,0,0
"11219","Gm12650",0,0,0,0
"11220","Gm12651",0,0.0806545,0.23048,0.085236
"11221","Gm12652",0,0.259104,0.174451,0.130604
"11222","Gm12653",0,0,0,0
"11223","Gm12654",0,0,0,0
"11224","Gm12655",1.180575,1.39247,0.9313395,3.003945
"11225","Gm12656",0,0.076681,0,0.073097
"11226","Gm12657",13.50004,21.65345,18.43445,6.877035
"11227","Gm12658",0,0,0,0
"11228","Gm12659",0,0,0,0
"11229","Gm12660",0.0531027,0,0,0
"11230","Gm12661",0,0.0089363,0,0.015742
"11231","Gm12663",9.803565,6.96588,6.239255,7.704465
"11232","Gm12664",0.5669375,0.217114,0.259786,0.1344234
"11233","Gm12665",0,0,0,0
"11234","Gm12666",0.4291745,0.68739,0.268988,0.1380235
"11235","Gm12667",0,0,0,0
"11236","Gm12668",0,0.0525075,0,0.052533
"11237","Gm12669",24.6454,37.1904,30.97975,30.19925
"11238","Gm12670",0,0,0,0
"11239","Gm12671",0,0,0,0
"11240","Gm12673",0,0,0,0
"11241","Gm12674",0,0,0,0
"11242","Gm12675",0,0,0,0
"11243","Gm12676",0.3598465,0.304603,0.227683,0.1948019
"11244","Gm12677",0,0.227926,0,0
"11245","Gm12678",0,0,0,0
"11246","Gm12679",0.10283705,0.0347703,0,0
"11247","Gm12680",0.2237245,0,0,0.01703935
"11248","Gm12681",0,0,0,0
"11249","Gm12682",0,0,0,0
"11250","Gm12683",0,0,0,0
"11251","Gm12684",0.08226415,0,0,0
"11252","Gm12685",0,0,0,0
"11253","Gm12686",0,0,0,0
"11254","Gm12687",0,0,0,0.04289625
"11255","Gm12688",0,0,0.305008,0
"11256","Gm12689",0.1194959,0.12437385,0.1150115,0.2017915
"11257","Gm12690",0,0,0,0
"11258","Gm12691",1.65858,0.7497925,1.23987,0.6829745
"11259","Gm12692",0.4595905,0,0,0.0670415
"11260","Gm12693",11.21801,16.9708,17.9184,19.9316
"11261","Gm12694",0,0,0,0
"11262","Gm12695",0,0,0,0
"11263","Gm12696",9.5917,11.6055,8.64484,7.64123
"11264","Gm12697",0,0.08725,0.382178,0.0643345
"11265","Gm12698",0.0986585,0.828639,0.8611985,0.345872
"11266","Gm12699",0.200339,0.651296,0.6123885,0.2184615
"11267","Gm12700",0,0,0,0
"11268","Gm12701",0.3367515,0.252024,0.5981705,0
"11269","Gm12702",0,0,0,0
"11270","Gm12703",0,0,0,0
"11271","Gm12704",0,0.0622445,0,0.2130415
"11272","Gm12705",0.3557145,0.0937957,0,0.03585295
"11273","Gm12706",0.3779565,0.327546,0.1149175,0
"11274","Gm12707",0,0,0,0
"11275","Gm12708",0,0,0,0
"11276","Gm12709",0,0.0157184,0.021739,0
"11277","Gm12710",0,0,0,0
"11278","Gm12711",0,0,0,0
"11279","Gm12712",0.0416562,0.1492415,0.0795055,0.030793
"11280","Gm12713",0.09536695,0.0337176,0.09816355,0
"11281","Gm12714",0.3077165,0.1874964,0.1289905,0
"11282","Gm12715",4.636365,7.1282,6.31433,5.70904
"11283","Gm12716",0.147322,0,0.0264992,0
"11284","Gm12717",0,0,0,0
"11285","Gm12718",0,0,0,0
"11286","Gm12719",0,0,0,0
"11287","Gm12720",0,0.1537945,0.320693,0.1677525
"11288","Gm12721",0,0,0,0
"11289","Gm12722",0,0,0,0
"11290","Gm12723",0,0,0,0
"11291","Gm12724",0,0,0,0
"11292","Gm12725",0.1244055,0,0.0223404,0.08659155
"11293","Gm12726",1.038476,0.0700235,0.098907,0
"11294","Gm12727",0.3341885,0.479628,0.1570075,0.5784605
"11295","Gm12728",0.10378645,0,0,0
"11296","Gm12729",0,0,0.078629,0
"11297","Gm12730",0,0,0,0
"11298","Gm12731",0,0,0,0
"11299","Gm12732",17.17337,2.570525,3.15594,0.69881
"11300","Gm12733",0,0,0,0
"11301","Gm12734",0.7516705,0.7655455,0.826577,0.4327135
"11302","Gm12736",0,0,0,0
"11303","Gm12737",0.245566,0.4402375,0.123297,0
"11304","Gm12738",0,0.059271,0,0
"11305","Gm12739",9.71365,0.104392,0,0
"11306","Gm12740",0,0,0,0
"11307","Gm12741",0,0,0,0
"11308","Gm12742",0,0,0,0
"11309","Gm12743",0.210625,0.145285,0.1058729,0.0624407
"11310","Gm12744",18.07475,12.1612,3.227665,1.0881455
"11311","Gm12745",0.712785,0,0,0
"11312","Gm12746",0,0,0.126793,0
"11313","Gm12747",0,0,0.0547965,0
"11314","Gm12748",0,0,0,0
"11315","Gm12749",0.09201075,0.04546515,0.1815185,0.08296635
"11316","Gm12750",3.162079,0.887252,0.94054,0.4352055
"11317","Gm12751",4.448715,5.72255,6.10761,1.852045
"11318","Gm12752",0.0426228,0,0,0
"11319","Gm12753",0,0,0,0
"11320","Gm12754",1.005795,0,0,0
"11321","Gm12755",0,0,0,0
"11322","Gm12756",0,0,0,0
"11323","Gm12757",0.540695,0,0,0
"11324","Gm12758",0.154228,0.2461415,0.2381325,0.09267635
"11325","Gm12759",0,0,0,0
"11326","Gm12760",0,0.0620595,0,0
"11327","Gm12762",0.617596,0.442138,0,0.0883015
"11328","Gm12763",0.5230855,0.09198455,0.1378555,0.03704645
"11329","Gm12764",0,0.04740755,0.1980815,0
"11330","Gm12765",0,0,0,0
"11331","Gm12766",0.546539,0.164753,0.0781097,0.0895117
"11332","Gm12767",0,0,0,0
"11333","Gm12768",0,0,0,0
"11334","Gm12769",0,0,0,0
"11335","Gm12770",0,0,0,0
"11336","Gm12771",0,0,0,0
"11337","Gm12772",0,0,0,0
"11338","Gm12773",0,0,0,0
"11339","Gm12774",0,0,0,0.086052
"11340","Gm12775",0,0,0,0
"11341","Gm12776",0.0580635,0,0.0607605,0
"11342","Gm12777",0,0,0,0
"11343","Gm12778",0,0,0,0.130931
"11344","Gm12779",0,0,0,0
"11345","Gm12780",0,0,0.1469395,0
"11346","Gm12781",0,0,0,0
"11347","Gm12782",0,0,0,0
"11348","Gm12783",0.599265,0.066644,0,0
"11349","Gm12784",0,0.141728,0,0
"11350","Gm12785",0,0,0,0
"11351","Gm12786",0.1070245,0.0402875,0.110948,0
"11352","Gm12787",0,0,0,0
"11353","Gm12788",1.317315,0,0.802171,0.5134285
"11354","Gm12789",0.179746,0.063573,0.2304312,0.08697
"11355","Gm12790",0,0,0,0
"11356","Gm12791",4.643135,7.83206,7.42896,6.962205
"11357","Gm12792",0,0.02625265,0.0703978,0
"11358","Gm12793",0,0,0.2616765,0
"11359","Gm12794",0,0,0,0
"11360","Gm12795",0,0,0.0902765,0.2844995
"11361","Gm12796",0,0,0,0
"11362","Gm12797",0,0,0,0
"11363","Gm12798",0.8079135,0.387461,0.278987,0.0516385
"11364","Gm12799",0.5732785,0.667763,0.6432075,0.3959295
"11365","Gm12800",0,0,0,0
"11366","Gm12801",0,0,0,0
"11367","Gm12802",0,0.0143241,0,0
"11368","Gm12803",0,0.0789826,0,0
"11369","Gm12804",0.4280425,0.2137715,0.26055825,0.3272725
"11370","Gm12805",0,0,0,0.192811
"11371","Gm12806",0,0,0,0
"11372","Gm12807",0.3262125,0.136991,0.1121679,0.2750135
"11373","Gm12808",0.1766505,0,0,0
"11374","Gm12811",0,0,0.2495065,0
"11375","Gm12812",0,0,0,0
"11376","Gm12813",0,0,0,0
"11377","Gm12814",0,0,0,0
"11378","Gm12815",0,0,0,0
"11379","Gm12816",0,0,0,0.0176217
"11380","Gm12817",0,0,0,0
"11381","Gm12818",0.1656895,0.201137,0.2687535,0.1516795
"11382","Gm12819",0,0,0,0
"11383","Gm12820",0,0,0,0
"11384","Gm12821",0,0,0.068443,0
"11385","Gm12823",0,0,0,0
"11386","Gm12824",4.17326,3.195165,4.9231,21.51535
"11387","Gm12825",0,0,0,0
"11388","Gm12826",0,0,0,0.102636
"11389","Gm12827",0,0.054485,0.2214365,0
"11390","Gm12828",0,0,0,0
"11391","Gm12829",0,0,0,0
"11392","Gm12830",0,0,0,0
"11393","Gm12831",0,0,0,0
"11394","Gm12832",0,0,0,0
"11395","Gm12833",0,0,0.073173,0
"11396","Gm12834",0,0,0,0.0106521
"11397","Gm12835",0,0.0721255,0,0
"11398","Gm12836",0,0,0,0
"11399","Gm12837",0,0,0,0
"11400","Gm12838",0,0,0,0
"11401","Gm12839",0,0,0.54445,0
"11402","Gm12840",121.3095,45.18225,58.66095,169.546
"11403","Gm12841",0,0,0,0
"11404","Gm12842",0.10264675,0,0,0
"11405","Gm12843",0,0.04833235,0,0.072725
"11406","Gm12844",6.973315,10.2973,10.4769,8.099435
"11407","Gm12845",0,0,0,0
"11408","Gm12846",0.0858979,0.064048,0.0866779,0.01763975
"11409","Gm12848",0.0317298,0.0697874,0.0318871,0
"11410","Gm12849",0,0.0403592,0,0
"11411","Gm12850",0,0.090189,0.1428025,0
"11412","Gm12851",0,0,0,0
"11413","Gm12852",0.11831485,0.623119,0.3175125,0.32369635
"11414","Gm12853",0,0,0,0
"11415","Gm12854",30.52645,52.6495,38.25105,17.60815
"11416","Gm12855",0,0,0,0
"11417","Gm12856",0.725922,1.0571525,0.4335175,0
"11418","Gm12857",0,0,0,0.0602635
"11419","Gm12858",0,1.262695,0.822055,1.05977
"11420","Gm12859",0,0,0,0
"11421","Gm12860",0.3326605,0.2643365,0.1203749,0.2218635
"11422","Gm12861",0,0.04622405,0,0
"11423","Gm12862",0,0,0,0
"11424","Gm12863",0,0,0.104535,0
"11425","Gm12864",0,0,0,0.056412
"11426","Gm12865",2.49177,0,0,0
"11427","Gm12866",0.09599985,0,0,0
"11428","Gm12867",0.1405757,0,0,0.084401
"11429","Gm12868",0.8590115,0.0735275,0.2269585,0
"11430","Gm12869",0.1903305,0.2500355,0.223322,0
"11431","Gm12870",0.1101505,0.553814,0.11341665,0.0248722
"11432","Gm12871",0,0,0,0
"11433","Gm12872",0,0,0,0
"11434","Gm12873",0,0,0,0
"11435","Gm12874",0,0,0,0
"11436","Gm12875",0,0,0,0
"11437","Gm12876",0,0,0,0
"11438","Gm12877",0,0,0,0
"11439","Gm12878",0,0,0,0
"11440","Gm12879",0.9373405,0.672852,0.612007,0.530561
"11441","Gm12880",0,0,0,0
"11442","Gm12881",0,0,0,0
"11443","Gm12882",0,0,0,0
"11444","Gm12883",0,0,0,0
"11445","Gm12884",0,0,0,0
"11446","Gm12885",0,0,0,0
"11447","Gm12886",0,0,0,0
"11448","Gm12887",0,0,0,0
"11449","Gm12888",0,0,0,0
"11450","Gm12889",8.358,0.583635,0,0.28941
"11451","Gm12890",0,0,0,0
"11452","Gm12891",0,0,0,0
"11453","Gm12892",5.049525,8.34919,6.459155,2.86259
"11454","Gm12893",0,0,0,0
"11455","Gm12894",0,0,0,0
"11456","Gm12895",0,0,0,0
"11457","Gm12896",0,0,0,0
"11458","Gm12897",0,0,0,0
"11459","Gm12898",2.77656,1.986505,2.03989,2.019735
"11460","Gm12899",0,0,0,0
"11461","Gm129",1.295575,1.789005,1.785515,7.49457
"11462","Gm12900",0.157397,0.350293,0.2528635,0
"11463","Gm12901",1.643045,0.055979,0.06959,0
"11464","Gm12902",0.2948825,0.675386,0.488708,0.1141585
"11465","Gm12903",0.416138,0.2132565,0.274729,0.099002
"11466","Gm12904",0,0,0,0
"11467","Gm12905",1.7990245,0.294281,0.299847,0.1147335
"11468","Gm12906",3.62132,3.634745,3.314305,4.36516
"11469","Gm12907",0,0,0,0
"11470","Gm12908",0.0309117,0.0692426,0,0.05818
"11471","Gm12909",0,0,0,0.062317
"11472","Gm12910",0,0,0,0
"11473","Gm12911",0,0,0,0
"11474","Gm12912",3.38986925,0.1717795,0.05912585,0.0184718
"11475","Gm12913",974.1715,337.9395,647.607,387.3
"11476","Gm12914",0,0,0,0
"11477","Gm12915",0.2283565,0.0788236,0.10846335,0.1209549
"11478","Gm12916",0,0,0,0
"11479","Gm12917",0.0751475,0.3612245,0.3590565,0.1951605
"11480","Gm12918",11.022345,13.3726,9.52437,11.553435
"11481","Gm12919",0.2061845,0.510282,0.539924,0.8968645
"11482","Gm12920",0,0,0,0.0512275
"11483","Gm12922",0.2223585,0.6168395,0.8101935,0.7359035
"11484","Gm12923",0,0,0,0
"11485","Gm12924",0.1563657,0,0,0.147542
"11486","Gm12925",1.353755,0.96422,0.2145675,0.245428
"11487","Gm12926",0.1458169,0.1102075,0.3161445,0
"11488","Gm12927",0,0,0,0
"11489","Gm12928",1.1969415,2.40371,1.815015,1.313099
"11490","Gm12929",5.69679,6.677135,6.553565,5.952595
"11491","Gm12930",0,0,0.04528805,0
"11492","Gm12931",0,0,0,0
"11493","Gm12932",0.14836785,0.150485,0.281836,0.1297535
"11494","Gm12933",0.0507579,0,0.17829735,0.0286645
"11495","Gm12934",0.1450948,0.111655,0,0
"11496","Gm12935",0,0,0,0
"11497","Gm12936",21.98275,0,0,0
"11498","Gm12937",0,0,0,0
"11499","Gm12939",0,0,0,0
"11500","Gm12941",1.060898,0.3859805,0,1.352795
"11501","Gm12943",0,0,0,0
"11502","Gm12944",0.2624815,0.5446685,0.392977,0.180362
"11503","Gm12945",0,0,0,0
"11504","Gm12947",1.3319985,0.070355,0,0
"11505","Gm12948",0,0.04990825,0,0.0447111
"11506","Gm12949",3.39674,1.52665,2.484375,1.8224225
"11507","Gm12950",0,0,0,0
"11508","Gm12951",0,0,0,0
"11509","Gm12952",0,0.061512,0,0
"11510","Gm12953",1.46264,1.38654,1.715705,1.966195
"11511","Gm12954",0,0,0,0
"11512","Gm12955",0,0,0,0
"11513","Gm12956",0,0,0,0
"11514","Gm12957",0,0,0,0
"11515","Gm12958",0.098934,0,0,0
"11516","Gm12959",0,0.1084115,0.1738515,0
"11517","Gm12960",0.09338815,0.09282805,0.05972165,0.0687115
"11518","Gm12961",0,0.02518875,0.03402895,0
"11519","Gm12962",0,0,0,0
"11520","Gm12963",1.096165,0.870433,1.196995,0.579058
"11521","Gm12966",28.3302,28.49755,22.38555,12.55495
"11522","Gm12967",0,0,0,0
"11523","Gm12968",0,0,0,0
"11524","Gm12969",0.07670675,0.0254756,0.03855085,0.0300508
"11525","Gm12970",0,0.0567745,0.168159,0
"11526","Gm12971",0.457667,0.076707,0.1239125,0.072026
"11527","Gm12972",0,0,0,0
"11528","Gm12973",0,0.0463992,0,0
"11529","Gm12974",0,0,0,0
"11530","Gm12976",0.238792,0.931714,0.3282675,0.0801255
"11531","Gm12977",0.070408,0.06963265,0,0.0260598
"11532","Gm12979",0,0,0,0
"11533","Gm12980",0,0,0,0
"11534","Gm12981",0,0.1204395,0,0
"11535","Gm12982",0,0,0,0
"11536","Gm12983",0,0,0,0
"11537","Gm12984",0,0,0,0
"11538","Gm12985",0,0,0,0
"11539","Gm12987",0.09630735,0.0634715,0,0.062543
"11540","Gm12988",1.75813,2.307635,1.91981,3.52477
"11541","Gm12989",5.26894,8.106105,6.97187,4.828045
"11542","Gm12990",0.214607,0.1056435,0.070771,0
"11543","Gm12991",0,0,289.4825,0
"11544","Gm12993",0.8072445,0.402138,0.156757,0.3343085
"11545","Gm12994",0,0,0,0
"11546","Gm12996",0.536047,0.413786,0.4153845,0.8003935
"11547","Gm12997",0,0,0,0
"11548","Gm12998",0,0.03844165,0,0
"11549","Gm12999",14.92538,5.12579,4.5189,3.89929
"11550","Gm13000",0.11326555,0.351644,0,0
"11551","Gm13002",0.5224595,0.134561,0.33466,0.1496586
"11552","Gm13003",0,0,0,0
"11553","Gm13004",0,0.065898,0.104392,0
"11554","Gm13005",0,0,0.04608655,0
"11555","Gm13006",0,0,0,0
"11556","Gm13007",0,0,0,0
"11557","Gm13008",13.7182,14.7952,13.70405,10.76067
"11558","Gm13009",0,0,0,0
"11559","Gm13010",0.0777834,0.082154,0.079026,0.1795915
"11560","Gm13011",0,0,0,0
"11561","Gm13012",0,0.15097655,0.1381285,0
"11562","Gm13013",0,0,0,0
"11563","Gm13014",0.183223,0,0.386502,0
"11564","Gm13015",0,0,0,0
"11565","Gm13016",0,0,0,0
"11566","Gm13017",0,0,0,0
"11567","Gm13018",0.10929705,0.079694,0,0.3135585
"11568","Gm13019",0,0,0,0
"11569","Gm13021",0,0,0,0
"11570","Gm13022",0,0,0.2286895,0
"11571","Gm13023",0,0,0,0
"11572","Gm13024",0,0,0,0
"11573","Gm13025",0.5140015,0.0645815,0.066761,0.04459525
"11574","Gm13026",0,0,0,0
"11575","Gm13027",0,0,0,0
"11576","Gm13028",0,0,0,0
"11577","Gm13029",0.0533214,0,0.125711,0.0477285
"11578","Gm13030",0,0,0,0
"11579","Gm13031",0,0,0.070852,0.10063035
"11580","Gm13032",0,0,0,0.01353895
"11581","Gm13033",0.15772265,0.0871525,0.086837,0.12287185
"11582","Gm13034",0.235966,0.276381,0.233031,0.187401
"11583","Gm13035",0,0,0,0
"11584","Gm13036",0,0,0,0.0276918
"11585","Gm13037",0,0,0,0
"11586","Gm13038",0.181879,0.0668565,0,0.0596395
"11587","Gm13039",0,0.0330465,0.08555535,0
"11588","Gm13041",0,0,0,0
"11589","Gm13042",0,0.0326734,0,0
"11590","Gm13044",0,0,0,0
"11591","Gm13045",0,0,0,0
"11592","Gm13046",0,0,0,0
"11593","Gm13047",0,0.1047335,0.0478816,0
"11594","Gm13049",0,0,0,0
"11595","Gm13050",2.55542,2.178465,2.856655,3.10055
"11596","Gm13051",0.02973105,0.01182555,0.0635305,0.2789625
"11597","Gm13052",0,0,0,0
"11598","Gm13053",0.1768155,0.117842,0.0866845,0
"11599","Gm13054",235.62905,139.65195,70.9217,234.3565
"11600","Gm13055",0.22358055,0.061346,0.0478937,0.01332075
"11601","Gm13056",0.3692235,0.177155,0.1437445,0.1013395
"11602","Gm13058",0,0,0,0
"11603","Gm13059",0,0,0,0
"11604","Gm13060",0,0,0,0
"11605","Gm13061",0,0,0,0
"11606","Gm13062",0,0.052955,0,0
"11607","Gm13063",0,0.179646,0.08461,0.0460672
"11608","Gm13064",0,0,0,0
"11609","Gm13065",0,0,0,0
"11610","Gm13066",8.969115,13.4226,14.14815,6.05706
"11611","Gm13067",0,0.1925835,0,0.0775945
"11612","Gm13068",1.097441,0.4172845,0.864981,2.43268
"11613","Gm13069",0.240782,0,0,0.283994
"11614","Gm13070",0,0.090575,0.16110065,0.0328077
"11615","Gm13071",6.491935,1.0180185,1.471115,0.7700815
"11616","Gm13072",1.585055,2.70063,0.97775,2.802785
"11617","Gm13073",0,0,0,0.0594915
"11618","Gm13074",0.0248631,0,0,0
"11619","Gm13075",0.06865195,0.0114846,0.0816546,0.0480557
"11620","Gm13076",0,0,0,0
"11621","Gm13077",0.9962885,1.41756,1.142494,1.653955
"11622","Gm13078",0,0,0,0
"11623","Gm13079",0,0,0,0
"11624","Gm13080",4.650025,6.01005,6.067735,4.63131
"11625","Gm13081",0,0,0,0
"11626","Gm13082",0.2285405,0.3114085,0.0803805,0.0730025
"11627","Gm13083",0,0,0,0
"11628","Gm13084",0,0,0,0
"11629","Gm13085",0,0,0,0
"11630","Gm13086",3.7003,2.68637,1.973005,3.70989
"11631","Gm13087",0,0,0,0
"11632","Gm13088",0,0,0,0
"11633","Gm13089",0,0,0,0
"11634","Gm13090",0.0466563,0.1312675,0.192009,0.245474
"11635","Gm13091",0.0905988,0.1331585,0.089845,0.2792085
"11636","Gm13092",58.48985,68.18265,68.06445,40.0979
"11637","Gm13093",0.168783,0.03975085,0.01783015,0.01230785
"11638","Gm13094",1.1967615,0.199682,0.2928925,0.099635
"11639","Gm13096",0,0,0,0
"11640","Gm13097",0,0.0548865,0,0
"11641","Gm13100",0,0,0,0
"11642","Gm13101",0,0,0,0
"11643","Gm13102",0,0,0,0
"11644","Gm13103",0,0,0,0
"11645","Gm13104",0,0,0,0
"11646","Gm13105",0.3121905,0.1420775,0.1639705,0.212402
"11647","Gm13106",0,0,0,0
"11648","Gm13108",0,0,0,0
"11649","Gm13109",0,0,0,0
"11650","Gm13110",0.01073727,0,0.02191185,0
"11651","Gm13111",2.45927,1.82156,1.71546,1.51171
"11652","Gm13112",0.1831403,0,0.032571,0
"11653","Gm13113",0,0,0,0
"11654","Gm13114",0,0,0,0
"11655","Gm13115",0,0,0,0
"11656","Gm13116",0,0,0,0
"11657","Gm13117",0.06523645,0,0,0
"11658","Gm13118",0,0.0710065,0.092509,0
"11659","Gm13119",0,0,0,0
"11660","Gm13120",0,0,0,0
"11661","Gm13121",0,0.03638745,0,0
"11662","Gm13122",0,0,0,0
"11663","Gm13123",3.46671,3.5415,3.461915,3.94526
"11664","Gm13124",0,0,0,0
"11665","Gm13125",0,0,0,0
"11666","Gm13126",0,0,0,0
"11667","Gm13127",7.03077,6.894935,5.67278,2.975085
"11668","Gm13128",0,0,0,0
"11669","Gm13130",0,0,0,0
"11670","Gm13131",0,0,0,0.1650205
"11671","Gm13132",0.07760265,0.113938,0.252646,0
"11672","Gm13133",0.047135,0.10074975,0,0
"11673","Gm13134",0.1369949,0.1347875,0.18973175,0.092098
"11674","Gm13135",0.246392,0.3226835,0.514313,0.210619
"11675","Gm13136",0.08270365,0.205064,0.1572785,0.168326
"11676","Gm13137",0,0,0,0
"11677","Gm13139",7.29959,2.337995,2.991426,2.442985
"11678","Gm13140",0.597326,0.4707745,0.4116645,0.488298
"11679","Gm13141",0,0.06529,0.2027005,0
"11680","Gm13142",1.523958,1.07012,1.57629,0.9707625
"11681","Gm13144",0,0,0,0
"11682","Gm13145",0.12876085,0.05302985,0.151196,0.077826
"11683","Gm13146",0.1903265,0.0889165,0.11183125,0
"11684","Gm13147",0.06926185,0.1051385,0,0
"11685","Gm13148",0,0,0,0.0367285
"11686","Gm13149",0,0,0,0
"11687","Gm13150",0.03230125,0.02703885,0.316627,0.1610865
"11688","Gm13151",0.359657,0.03730015,0.0536055,0.023914
"11689","Gm13152",4.598535,5.554695,4.64101,0.6749645
"11690","Gm13153",0,0,0,0
"11691","Gm13154",0.9423835,0.5227255,0.8400115,0.4203185
"11692","Gm13155",0,0,0,0
"11693","Gm13156",0.188189,0.2732265,0.201724,0
